1108,2020-07-29,963.43,9,785-43-4078,476
1109,2020-06-22,417.58,2,497-19-9946,593
1110,2020-12-08,270.07,3,456-99-8949,402
1111,2020-07-31,914.90,48,190-38-7627,790
1112,2021-02-14,459.24,35,850-48-5054,535
1113,2020-08-15,445.78,25,497-19-9946,793
1114,2020-07-14,284.35,12,324-57-9038,552
1115,2021-03-12,764.67,29,688-63-6921,704
1116,2020-06-20,60.03,16,339-70-7797,550
1117,2020-05-26,624.73,10,792-63-5889,600
1118,2021-03-10,773.27,12,872-40-1702,608
1119,2021-02-05,667.40,48,387-15-1222,635
1120,2021-01-04,609.19,48,746-28-4579,675
1121,2020-10-15,312.40,16,831-34-7615,749
1122,2020-05-05,228.79,42,844-10-6433,604
1123,2020-07-04,491.78,6,540-72-9092,520
1124,2020-08-05,696.75,24,175-86-9910,544
1125,2021-01-25,466.02,5,456-99-8949,602
1126,2020-10-21,655.74,2,669-75-7839,516
1127,2020-12-08,299.96,43,596-81-2155,596
1128,2021-01-07,317.27,50,332-86-5913,439
1129,2020-11-08,399.19,15,613-91-4963,474
1130,2020-03-23,941.22,1,130-54-3954,422
1131,2020-11-08,175.59,31,239-85-2599,481
1132,2020-10-21,154.93,43,238-78-7869,441
1133,2021-02-11,144.80,18,706-53-2012,573
1134,2021-01-16,170.57,41,269-44-1204,429
1135,2020-05-15,911.98,33,441-15-0611,462
1136,2020-10-02,316.04,10,121-66-5829,461
1137,2020-07-26,67.57,25,853-23-7610,724
1138,2020-08-03,289.12,44,333-70-2735,487
1139,2020-09-06,209.98,24,885-53-8761,585
1140,2021-02-17,289.92,16,407-35-3767,442
1141,2020-04-10,742.00,15,233-77-1145,706
1142,2020-08-15,783.03,39,850-48-5054,735
1143,2020-11-30,60.39,36,634-21-4907,525
1144,2020-10-22,462.49,2,690-36-5703,646
1145,2020-04-07,630.58,29,608-92-6531,763
1146,2020-04-02,280.45,40,252-31-7038,565
1147,2020-10-26,473.24,44,777-40-5753,732
1148,2020-08-04,666.35,15,114-60-6562,705
1149,2020-04-26,856.30,31,708-10-1729,669
1150,2020-11-10,274.76,5,121-66-5829,661
1151,2020-04-05,832.66,17,531-32-9679,630
1152,2021-02-22,640.41,9,844-10-6433,404
1153,2020-06-03,85.44,32,342-97-1760,557
1154,2020-04-09,677.68,50,827-74-6194,708
1155,2020-04-25,379.76,39,476-84-8190,581
1156,2020-04-13,264.28,24,591-24-3906,483
1157,2021-01-04,205.20,49,421-99-4032,546
1158,2021-02-26,364.00,16,324-95-9280,584
1159,2020-08-10,616.18,13,463-56-0367,743
1160,2020-08-06,264.31,23,442-89-4276,654
1161,2020-11-24,439.30,38,238-78-7869,641
1162,2020-06-13,369.75,37,407-35-3767,642
1163,2020-07-04,114.72,21,123-72-8856,511
1164,2020-04-30,741.69,11,621-16-2830,513
1165,2020-05-15,895.36,40,781-28-8216,789
1166,2021-02-15,889.43,18,112-92-8786,496
1167,2020-05-12,463.93,3,130-84-7136,445
1168,2020-04-25,38.60,20,463-56-0367,543
1169,2021-02-10,710.13,7,804-18-7034,491
1170,2020-06-11,261.42,4,161-64-6552,729
1171,2020-10-18,889.03,47,800-82-8019,530
1172,2020-05-30,39.00,49,730-21-1798,667
1173,2020-04-13,999.87,6,279-63-2455,703
1174,2020-10-22,701.02,16,830-55-1805,500
1175,2020-10-11,826.34,32,898-94-2029,673
1176,2021-02-04,260.94,27,894-04-6573,786
1177,2021-02-17,77.82,20,297-31-5935,554
1178,2020-06-07,237.56,18,731-48-0865,609
1179,2020-07-24,604.55,12,499-16-2726,697
1180,2020-12-03,61.25,47,269-80-6183,633
1181,2020-08-29,653.35,12,501-47-2330,431
1182,2021-01-07,963.63,24,466-92-4188,659
1183,2020-10-19,489.43,40,485-26-5862,595
1184,2020-12-28,235.34,22,535-64-4181,468
1185,2020-06-17,460.31,44,130-84-7136,645
1186,2020-08-12,999.84,6,112-92-8786,696
1187,2020-06-28,752.64,47,258-25-3270,428
1188,2020-05-15,588.59,1,588-65-6257,512
1189,2020-05-27,371.16,31,844-98-1873,747
1190,2020-06-26,487.52,31,476-84-8190,781
1191,2020-06-06,249.58,4,830-07-9619,798
1192,2020-04-29,776.06,22,311-97-8133,536
1193,2021-01-19,477.50,11,537-62-9080,564
1194,2020-07-10,724.28,5,766-98-2531,775
1195,2020-12-03,242.59,49,297-26-6079,594
1196,2021-01-25,430.64,5,520-48-8620,464
1197,2020-05-09,607.38,46,297-02-3365,448
1198,2020-10-14,715.44,27,815-94-3494,686
1199,2020-08-28,689.17,50,194-42-6806,717
1200,2020-06-11,94.90,24,717-16-6306,636
1201,2020-10-16,375.02,25,169-71-4896,610
1202,2020-11-09,86.75,11,749-68-8658,760
1203,2020-07-16,530.44,30,349-29-4069,426
1204,2021-02-14,658.60,44,502-88-5986,758
1205,2020-03-17,301.78,3,448-68-1388,615
1206,2020-05-10,825.63,22,537-31-8239,792
1207,2020-04-24,436.33,31,378-01-7884,423
1208,2020-08-06,596.37,19,279-63-2455,503
1209,2021-02-08,402.61,37,421-99-4032,746
1210,2020-08-31,178.29,43,416-10-1678,797
1211,2021-03-06,256.07,14,828-18-9959,440
1212,2020-10-12,953.68,18,258-25-3270,628
1213,2020-08-03,917.58,37,885-53-8761,785
1214,2020-03-30,762.90,13,175-86-9910,744
1215,2021-02-27,943.88,24,636-11-0395,613
1216,2020-09-08,216.81,29,420-50-9400,582
1217,2021-01-26,741.94,41,409-61-9170,576
1218,2020-10-23,568.16,39,785-43-4078,676
1219,2021-01-17,441.20,32,146-10-1440,451
1220,2020-11-08,558.15,39,894-66-0320,414
1221,2020-03-15,695.39,33,431-49-6049,553
1222,2020-12-18,431.83,18,665-45-1087,637
1223,2020-10-22,976.52,6,822-80-6004,562
1224,2020-08-12,791.63,36,772-02-5384,489
1225,2020-07-16,425.15,13,894-64-5232,678
1226,2020-08-06,604.98,43,649-73-5632,523
1227,2020-04-15,699.00,42,429-87-7955,731
1228,2021-03-04,860.54,10,430-34-5471,574
1229,2020-05-28,68.96,12,621-16-2830,713
1230,2020-11-30,350.18,2,252-31-7038,765
1231,2020-06-29,692.00,6,502-88-5986,558
1232,2020-10-08,966.37,36,464-67-0081,449
1233,2020-04-02,532.28,19,872-40-1702,408
1234,2020-09-24,847.75,5,261-64-7553,522
1235,2020-03-28,224.28,50,531-09-6549,591
1236,2020-08-23,853.17,6,730-21-1798,467
1237,2020-06-17,153.62,5,747-46-0365,479
1238,2020-11-13,570.10,49,662-61-4662,643
1239,2020-07-14,654.75,6,282-29-0172,741
1240,2020-04-01,391.08,42,122-51-3962,702
1241,2020-08-19,282.56,10,596-81-2155,796
1242,2020-07-19,213.77,15,830-55-1805,700
1243,2021-03-04,122.15,9,522-81-5796,632
1244,2020-11-16,359.33,47,114-60-6562,505
1245,2020-09-06,824.43,27,286-49-0067,444
1246,2020-07-29,25.31,20,749-68-8658,560
1247,2020-11-09,511.86,23,317-07-7984,733
1248,2020-05-25,535.59,12,171-68-9165,620
1249,2020-11-04,77.65,30,827-74-6194,508
1250,2020-08-18,933.23,28,161-64-6552,529
1251,2020-07-22,867.89,8,308-45-9846,638
1252,2021-01-22,543.20,19,485-26-5862,795
1253,2020-08-22,891.64,32,781-28-8216,589
1254,2020-04-01,201.15,33,636-11-0395,413
1255,2021-02-26,144.52,20,651-98-1227,672
1256,2020-05-07,381.62,45,345-42-2198,647
1257,2020-10-28,255.21,21,577-26-5611,671
1258,2020-04-13,632.77,42,406-68-9330,548
1259,2020-05-04,11.58,17,800-82-8019,730
1260,2020-06-29,376.58,24,442-89-4276,454
1261,2020-11-04,344.12,46,613-91-4963,674
1262,2020-12-25,862.98,13,528-95-2018,778
1263,2020-08-30,28.77,3,627-48-3358,714
1264,2020-12-10,114.35,13,361-06-7035,783
1265,2020-06-18,131.41,4,781-79-6386,770
1266,2020-06-16,128.05,9,582-86-4934,788
1267,2021-03-05,111.45,5,898-94-2029,473
1268,2020-06-07,229.91,35,335-66-4286,509
1269,2020-10-27,512.51,34,747-46-0365,679
1270,2020-09-04,746.58,14,634-13-9626,627
1271,2020-10-17,947.77,31,214-45-5502,534
1272,2021-02-26,127.75,35,865-52-4622,567
1273,2020-08-24,601.01,35,448-68-1388,415
1274,2020-08-27,256.69,50,651-98-1227,472
1275,2021-03-03,148.09,13,269-44-1204,629
1276,2020-10-22,208.70,40,324-57-9038,752
1277,2020-08-06,143.95,30,847-33-0183,715
1278,2020-06-13,775.41,38,522-81-5796,432
1279,2020-07-09,782.49,36,297-26-6079,794
1280,2020-06-04,965.19,17,674-97-2426,695
1281,2020-07-13,657.62,45,284-76-6973,655
1282,2020-08-04,15.32,21,442-19-9751,656
1283,2020-05-20,829.35,21,891-07-7591,507
1284,2020-03-16,918.42,43,315-97-9802,411
1285,2020-08-09,320.48,6,544-19-8618,572
1286,2020-09-27,331.22,36,769-09-1796,650
1287,2020-06-21,413.47,1,406-68-9330,748
1288,2020-10-14,700.77,45,649-73-5632,723
1289,2020-05-04,277.57,27,690-36-5703,446
1290,2021-01-12,150.75,41,693-28-5127,755
1291,2020-06-13,278.79,47,430-34-5471,774
1292,2021-01-06,667.34,9,821-63-1866,559
1293,2020-10-14,466.04,44,444-25-8716,571
1294,2020-12-05,921.77,41,214-45-5502,734
1295,2021-02-06,335.92,8,483-89-9065,488
1296,2020-11-09,855.12,48,330-29-1479,618
1297,2021-02-16,26.89,33,422-77-1425,616
1298,2020-03-15,927.65,3,802-24-3883,621
1299,2020-06-18,618.26,42,341-69-3046,527
1300,2020-09-13,998.77,43,893-57-6313,606
1301,2020-05-10,344.24,13,772-02-5384,689
1302,2020-05-01,936.52,38,577-26-5611,471
1303,2020-09-22,404.04,32,891-07-7591,707
1304,2020-12-11,855.64,28,502-46-8681,684
1305,2020-12-30,147.31,12,669-75-7839,716
1306,2020-10-30,517.66,23,622-62-2062,537
1307,2020-08-07,977.00,26,894-04-6573,586
1308,2020-07-07,236.06,27,815-94-3494,486
1309,2020-09-17,15.53,27,525-84-3768,718
1310,2020-11-23,299.44,18,844-98-1873,547
1311,2020-04-03,122.70,40,581-24-5493,719
1312,2020-08-06,365.47,15,771-78-9747,401
1313,2020-11-10,284.53,37,540-72-9092,720
1314,2020-04-05,256.01,35,607-26-8450,457
1315,2020-12-12,502.20,42,253-07-6690,425
1316,2020-08-25,490.67,1,420-30-9321,480
1317,2020-08-09,165.97,32,285-70-8122,693
1318,2020-07-11,496.72,1,169-71-4896,410
1319,2020-05-12,588.55,28,566-46-0543,677
1320,2020-10-26,543.04,29,537-62-9080,764
1321,2021-01-14,515.92,27,822-80-6004,762
1322,2020-09-01,50.57,43,297-31-5935,754
1323,2021-02-03,460.94,39,708-10-1729,469
1324,2020-05-19,889.99,9,895-33-6350,498
1325,2020-10-20,703.90,46,566-46-0543,477
1326,2020-04-25,288.53,2,501-47-2330,631
1327,2020-03-19,557.69,32,742-40-3860,545
1328,2020-05-16,301.09,4,777-40-5753,532
1329,2020-07-27,957.29,39,239-85-2599,681
1330,2020-08-10,791.10,39,706-53-2012,773
1331,2020-04-11,93.20,10,845-83-0191,434
1332,2021-02-06,431.90,48,499-16-2726,497
1333,2021-01-26,702.10,23,800-86-8968,485
1334,2020-04-24,757.56,31,617-60-3835,405
1335,2021-01-13,617.70,45,464-67-0081,649
1336,2020-10-29,823.69,8,286-49-0067,644
1337,2020-07-07,672.81,42,531-09-6549,791
1338,2021-01-04,107.30,11,305-23-7157,526
1339,2021-01-23,250.74,27,190-38-7627,590
1340,2021-01-16,15.05,15,742-40-3860,745
1341,2020-11-18,154.02,14,438-48-3707,579
1342,2020-09-04,46.21,3,531-32-9679,430
1343,2021-01-29,893.06,47,831-34-7615,549
1344,2020-05-22,507.59,6,711-84-1767,666
1345,2020-11-11,584.06,27,489-97-8536,528
1346,2020-10-19,244.73,2,688-63-6921,504
1347,2020-06-08,848.01,7,894-22-1683,751
1348,2020-09-30,522.68,19,304-42-2033,768
1349,2020-08-11,458.28,36,429-87-7955,531
1350,2021-03-03,221.45,49,345-42-2198,447
1351,2020-09-30,897.22,42,444-25-8716,771
1352,2020-11-12,650.89,44,662-61-4662,443
1353,2020-11-25,92.96,44,544-19-8618,772
1354,2020-11-17,170.15,40,827-11-8484,494
1355,2020-09-16,88.67,31,378-01-7884,623
1356,2021-02-18,290.80,39,518-31-3273,690
1357,2020-06-11,636.37,15,114-68-9844,417
1358,2020-10-29,13.25,43,420-50-9400,782
1359,2021-01-27,510.99,40,691-47-3831,501
1360,2020-07-24,136.66,18,331-21-5399,419
1361,2020-09-26,26.15,39,717-16-6306,436
1362,2020-10-07,878.97,35,894-66-0320,614
1363,2021-01-28,654.86,9,588-65-6257,712
1364,2020-07-10,147.37,27,123-72-8856,711
1365,2020-07-17,915.15,2,700-33-5604,482
1366,2020-04-21,561.60,44,313-67-5744,787
1367,2021-03-01,34.14,38,847-33-0183,515
1368,2020-10-21,587.04,7,441-15-0611,662
1369,2020-05-17,348.43,14,731-48-0865,409
1370,2020-06-17,241.03,23,894-64-5232,478
1371,2020-07-31,501.80,22,373-06-5551,510
1372,2020-09-10,897.65,30,466-92-4188,459
1373,2020-08-20,266.81,27,233-77-1145,506
1374,2020-05-09,365.93,24,417-89-3625,569
1375,2021-02-10,504.56,38,518-31-3273,490
1376,2020-12-29,539.85,46,771-78-9747,601
1377,2020-12-18,733.21,23,665-45-1087,437
1378,2021-03-09,47.81,21,608-92-6531,563
1379,2020-03-20,311.12,15,160-64-9216,738
1380,2021-01-21,402.67,41,304-42-2033,568
1381,2020-12-27,72.03,48,777-92-6773,739
1382,2021-02-10,483.17,28,130-54-3954,622
1383,2021-03-07,74.41,49,634-21-4907,725
1384,2020-08-20,272.05,30,409-61-9170,776
1385,2020-10-05,547.91,26,111-14-7325,470
1386,2020-10-11,740.18,9,332-86-5913,639
1387,2021-01-14,490.93,5,306-92-1963,665
1388,2021-03-11,103.58,30,349-29-4069,626
1389,2020-08-22,700.25,5,278-10-6456,653
1390,2020-04-24,289.39,45,520-48-8620,664
1391,2020-07-16,373.27,32,853-23-7610,524
1392,2020-06-05,880.97,17,800-86-8968,685
1393,2020-04-27,70.55,23,859-70-2679,663
1394,2020-10-11,175.20,29,333-70-2735,687
1395,2020-07-02,232.61,46,766-98-2531,575
1396,2020-10-17,628.20,22,737-50-7454,492
1397,2021-01-05,660.92,17,845-83-0191,634
1398,2020-06-20,746.04,27,130-04-2954,556
1399,2020-12-13,381.75,7,796-32-1291,580
1400,2020-09-23,352.36,13,622-62-2062,737
