615,448-68-1388,168,2020-08-29
792,537-31-8239,184,2021-02-19
423,378-01-7884,152,2020-05-06
503,279-63-2455,160,2020-04-17
746,421-99-4032,152,2021-02-24
797,416-10-1678,144,2020-05-05
440,828-18-9959,184,2020-03-18
628,258-25-3270,176,2020-09-01
785,885-53-8761,144,2020-09-14
744,175-86-9910,152,2020-10-24
613,636-11-0395,168,2020-12-04
582,420-50-9400,176,2020-06-20
576,409-61-9170,112,2020-05-03
676,785-43-4078,168,2020-11-17
451,146-10-1440,184,2020-06-06
414,894-66-0320,120,2020-08-08
553,431-49-6049,112,2020-08-04
637,665-45-1087,120,2021-02-02
562,822-80-6004,136,2021-01-28
489,772-02-5384,144,2020-07-31
678,894-64-5232,152,2020-05-28
523,649-73-5632,136,2020-12-12
731,429-87-7955,144,2020-04-01
574,430-34-5471,144,2020-06-09
713,621-16-2830,152,2020-10-16
765,252-31-7038,168,2020-10-31
558,502-88-5986,144,2020-08-20
449,464-67-0081,136,2020-04-12
408,872-40-1702,176,2020-12-07
522,261-64-7553,160,2020-04-14
591,531-09-6549,160,2021-02-04
467,730-21-1798,184,2020-07-09
479,747-46-0365,112,2020-09-11
643,662-61-4662,176,2020-08-12
741,282-29-0172,160,2021-01-11
702,122-51-3962,128,2020-11-27
796,596-81-2155,112,2020-12-25
700,830-55-1805,128,2021-01-06
632,522-81-5796,184,2020-07-14
505,114-60-6562,120,2021-03-11
444,286-49-0067,184,2020-12-17
560,749-68-8658,144,2020-06-28
733,317-07-7984,176,2020-03-19
620,171-68-9165,120,2020-12-27
508,827-74-6194,144,2020-07-03
529,161-64-6552,128,2020-07-04
638,308-45-9846,120,2021-01-31
795,485-26-5862,176,2020-08-30
589,781-28-8216,128,2020-08-04
413,636-11-0395,152,2020-04-02
672,651-98-1227,112,2020-12-30
647,345-42-2198,128,2020-11-09
671,577-26-5611,136,2020-08-11
548,406-68-9330,112,2021-03-03
730,800-82-8019,112,2020-10-15
454,442-89-4276,120,2021-02-12
674,613-91-4963,144,2020-05-16
778,528-95-2018,128,2020-06-11
714,627-48-3358,160,2021-03-12
783,361-06-7035,112,2020-12-25
770,781-79-6386,176,2020-12-03
788,582-86-4934,184,2020-05-03
473,898-94-2029,144,2020-09-01
509,335-66-4286,112,2020-07-26
679,747-46-0365,136,2020-07-26
627,634-13-9626,120,2020-08-16
534,214-45-5502,136,2020-04-28
567,865-52-4622,120,2021-01-29
415,448-68-1388,184,2020-09-18
472,651-98-1227,136,2020-05-05
629,269-44-1204,168,2021-03-07
752,324-57-9038,136,2020-04-01
715,847-33-0183,128,2020-08-07
432,522-81-5796,184,2020-09-19
794,297-26-6079,184,2020-05-20
695,674-97-2426,120,2021-02-26
655,284-76-6973,152,2020-06-30
656,442-19-9751,168,2020-05-05
507,891-07-7591,128,2020-04-21
411,315-97-9802,152,2020-10-25
572,544-19-8618,160,2020-12-12
650,769-09-1796,184,2020-08-30
748,406-68-9330,176,2020-08-01
723,649-73-5632,160,2020-09-29
446,690-36-5703,128,2020-04-05
755,693-28-5127,112,2020-11-26
774,430-34-5471,112,2020-12-14
559,821-63-1866,176,2020-07-17
571,444-25-8716,144,2021-02-03
734,214-45-5502,184,2020-05-25
488,483-89-9065,152,2021-03-10
618,330-29-1479,152,2021-02-09
616,422-77-1425,160,2020-05-13
621,802-24-3883,160,2020-07-04
527,341-69-3046,136,2020-05-02
606,893-57-6313,160,2021-01-24
689,772-02-5384,160,2020-08-04
471,577-26-5611,120,2021-02-02
707,891-07-7591,184,2020-08-04
684,502-46-8681,160,2021-02-21
716,669-75-7839,168,2020-06-16
537,622-62-2062,120,2021-01-20
586,894-04-6573,112,2021-01-28
486,815-94-3494,152,2020-07-08
718,525-84-3768,168,2020-05-01
547,844-98-1873,152,2020-09-13
719,581-24-5493,168,2021-02-16
401,771-78-9747,160,2020-05-04
720,540-72-9092,152,2020-10-15
457,607-26-8450,160,2020-05-09
425,253-07-6690,160,2020-06-25
480,420-30-9321,168,2021-01-07
693,285-70-8122,128,2020-03-18
410,169-71-4896,176,2020-08-02
677,566-46-0543,112,2020-05-19
764,537-62-9080,128,2020-05-08
762,822-80-6004,160,2020-04-24
754,297-31-5935,112,2020-09-23
469,708-10-1729,168,2020-11-19
498,895-33-6350,152,2020-09-17
477,566-46-0543,136,2020-10-09
631,501-47-2330,120,2020-12-04
545,742-40-3860,152,2021-02-05
532,777-40-5753,152,2021-01-24
681,239-85-2599,152,2020-11-21
773,706-53-2012,144,2020-11-16
434,845-83-0191,152,2020-09-26
497,499-16-2726,128,2020-05-03
485,800-86-8968,176,2020-04-12
405,617-60-3835,168,2021-01-15
649,464-67-0081,120,2020-11-15
644,286-49-0067,160,2020-05-22
791,531-09-6549,136,2020-12-02
526,305-23-7157,184,2020-08-24
590,190-38-7627,128,2021-03-12
745,742-40-3860,112,2020-07-30
579,438-48-3707,160,2020-04-17
430,531-32-9679,120,2020-08-06
549,831-34-7615,120,2020-10-05
666,711-84-1767,120,2021-03-11
528,489-97-8536,184,2020-12-30
504,688-63-6921,120,2021-02-22
751,894-22-1683,120,2020-07-29
768,304-42-2033,168,2020-10-17
531,429-87-7955,176,2020-07-31
447,345-42-2198,112,2020-10-22
771,444-25-8716,176,2020-07-05
443,662-61-4662,128,2020-09-11
772,544-19-8618,160,2020-07-18
494,827-11-8484,152,2020-09-17
623,378-01-7884,152,2020-12-20
690,518-31-3273,168,2020-07-03
417,114-68-9844,128,2021-01-19
782,420-50-9400,160,2020-05-02
501,691-47-3831,184,2020-12-24
419,331-21-5399,184,2020-08-10
436,717-16-6306,152,2020-10-23
614,894-66-0320,176,2020-07-09
712,588-65-6257,176,2020-07-28
711,123-72-8856,112,2020-06-19
482,700-33-5604,160,2020-08-03
787,313-67-5744,168,2020-06-07
515,847-33-0183,136,2020-06-10
662,441-15-0611,128,2020-03-17
409,731-48-0865,120,2020-07-13
478,894-64-5232,168,2020-05-06
510,373-06-5551,152,2020-03-19
459,466-92-4188,128,2021-01-01
506,233-77-1145,112,2020-09-25
569,417-89-3625,120,2020-08-26
490,518-31-3273,144,2020-09-24
601,771-78-9747,184,2021-02-28
437,665-45-1087,168,2020-11-28
563,608-92-6531,112,2020-07-15
738,160-64-9216,176,2020-09-20
568,304-42-2033,176,2020-12-19
739,777-92-6773,152,2020-04-18
622,130-54-3954,184,2020-08-28
725,634-21-4907,176,2020-07-24
776,409-61-9170,112,2020-06-24
470,111-14-7325,176,2021-02-21
639,332-86-5913,152,2021-01-20
665,306-92-1963,184,2020-07-22
626,349-29-4069,152,2021-01-03
653,278-10-6456,168,2020-09-18
664,520-48-8620,160,2020-07-17
524,853-23-7610,128,2020-03-24
685,800-86-8968,184,2020-10-28
663,859-70-2679,112,2020-12-17
687,333-70-2735,168,2020-12-24
575,766-98-2531,168,2020-10-27
492,737-50-7454,120,2020-06-23
634,845-83-0191,120,2020-04-15
556,130-04-2954,160,2020-11-12
580,796-32-1291,160,2020-10-12
737,622-62-2062,176,2020-03-24
